No.;Stock Code VDC;Stock Code VDC Claim;Picture;Item Description;Mnemonic;Part Number;Type of Item;Supplier;Suupplier Address;UOI; Price Damage Core ; Price Product  Genuine ; Price Total ;Time Guarantee;Claim Methode;JENIS SC
207;259623;259623;;"CONTROL GP; CONTROL GP";CAT;10R5648;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp12.898.297,00;Rp34.824.986,00;Rp47.723.283,00;21 Days after PO;BUY BACK;PN -D
208;259631;259631;;"HEAD GP CYL; HEAD GP CYL";CAT;0R8516;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp38.395.333,00;Rp88.446.669,00;Rp126.842.002,00;21 Days after PO;BUY BACK;PN -D
209;259712;259712;;"CYL PACK; CYL PACK";CAT;10R8409;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp9.631.996,00;Rp15.801.939,00;Rp25.433.935,00;21 Days after PO;BUY BACK;PN -D
210;259641;259641;;"ROCKER ARM; ROCKER ARM";CAT;20R2159;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp1.407.204,00;Rp1.876.373,00;Rp3.283.577,00;21 Days after PO;BUY BACK;PN -D
211;259673;259673;;"CONTROL GP; CONTROL GP";CAT;20R2065;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp26.311.432,00;Rp52.623.016,00;Rp78.934.448,00;21 Days after PO;BUY BACK;PN -D
212;259707;259707;;"PUMPGP-F XFR; PUMPGP-F XFR";CAT;10R8714;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp2.158.955,00;Rp6.478.369,00;Rp8.637.324,00;21 Days after PO;BUY BACK;PN -D
213;259674;259674;;"TURBO; REMAN";CAT;20R1976;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp15.682.209,00;Rp47.046.027,00;Rp62.728.236,00;21 Days after PO;BUY BACK;PN -D
214;259612;259612;;"OIL COOLER; OIL COOLER";CAT;20R2112;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp13.944.799,00;Rp20.196.321,00;Rp34.141.120,00;21 Days after PO;BUY BACK;PN -D
215;259692;259692;;"HEAD GP  CYL; CYLINDER HEAD";CAT;20R0503;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp74.381.277,00;Rp116.737.111,00;Rp191.118.388,00;21 Days after PO;BUY BACK;PN -D
216;259591;259591;;"TURBOCHARGHER; TURBOCHARGHER";CAT;10R2301;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;Rp36.658.824,00;Rp69.308.332,00;Rp105.967.156,00;21 Days after PO;BUY BACK;PN -D
217;264199;264199;;"TURBO GP BAS; TURBO GP BAS; Full Core Deposit";CAT;11R0218;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp22.904.516,00;Rp83.029.845,00;Rp105.934.361,00;21 Days after PO;BUY BACK;PN -D
218;259620;259620;;"MOTOR-PUMP, HYDRAULIC; MOTOR GP PST FULL CORE DEPOSIT UNIT SK50";CAT;11R0790;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;Rp36.407.339,00;Rp131.976.049,00;Rp168.383.388,00;21 Days after PO;BUY BACK;PN -D
219;159079;264216;;GENERATOR, ALTERNATING CURRENT;CAT;316-7251;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
220;1161934;259611;;SPRING INSERT PROTECTION LH;SCANIA;1433033;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
221;1093426;1585520;;TORQUE CONVERTER ASSY;CAT;8E-3673;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
222;1093434;1901131;;TORQUE CONVENTER ASSY REMAN;CAT;0R-4095;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
223;1340363;1833961;;ENGINE C15 ACERT;CAT;241-0020;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
224;1340363;1833961;;ENGINE C15 ACERT;CAT;241-0020;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
225;1379692;264235;;CYLINDER SIDE ASSY;CAT;257-5083;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
226;1732213;264206;;WATER PUMP;CAT;20R-2126;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
227;2146223;259607;;TURBO GP;CAT;20R-5849;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
228;2245553;264236;;CYLINDER ARTICULATED;CAT;505-0590;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
229;2276947;259597;;ENGINE,DIESEL;CAT;3505502;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
230;2274041;259737;;ENGINE CAT C15 BRAND NEW;CAT;3885393:AA;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
231;232723;264209;;PUMP GROUP;CAT;11R-0413;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
232;262432;264227;;STEERING CYL LH;CAT;3846752;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
233;259859;264233;;CYLINDER ASS'Y;CAT;509-6996;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
234;262433;264243;;STEERING CYL RH;CAT;3846751;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;GENUINE
235;264216;264216;;GENERATOR, ALTERNATING CURRENT;CAT;316-7251;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
236;259611;259611;;SPRING INSERT PROTECTION LH;SCANIA;1433033;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
237;1585520;1585520;;TORQUE CONVERTER ASSY;CAT;8E-3673;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
238;1901131;1901131;;TORQUE CONVENTER ASSY REMAN;CAT;0R-4095;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
239;1833961;1833961;;ENGINE C15 ACERT;CAT;241-0020;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
240;1833961;1833961;;ENGINE C15 ACERT;CAT;241-0020;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
241;264235;264235;;CYLINDER SIDE ASSY;CAT;257-5083;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
242;264206;264206;;WATER PUMP;CAT;20R-2126;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
243;259607;259607;;TURBO GP;CAT;20R-5849;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
244;264236;264236;;CYLINDER ARTICULATED;CAT;505-0590;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
245;259597;259597;;ENGINE,DIESEL;CAT;3505502;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
246;259737;259737;;ENGINE CAT C15 BRAND NEW;CAT;3885393:AA;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
247;264209;264209;;PUMP GROUP;CAT;11R-0413;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;EACH;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
248;264227;264227;;STEERING CYL LH;CAT;3846752;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
249;264233;264233;;CYLINDER ASS'Y;CAT;509-6996;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
250;264243;264243;;STEERING CYL RH;CAT;3846751;;TRAKINDO UTAMA, PT (BLP);BATU KAJANG, KALIMANTAN TIMUR;ASSY;#N/A;#N/A;#N/A;21 Days after PO;BUY BACK;PN -D
251;2203578;;;HOOK WRENCH 135/145;HEYCO;HY-00800013530;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
252;232119;;;TRIPLE LEG PULLER (TRACKER) 150/80 MM;HEYCO;HY-02253000160;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
253;232245;;;SCREWDRIVER SOCKETS;HEYCO;50362783;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
254;234303;;;"IMPACT SOCKET EXTRA DEEP 1/2"" X 15MM";HEYCO;HY-03800191536;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
255;234121;;;VOLTAGE TESTER;HEYCO;HY-01427000000;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
256;1167196;;;OPEN END 30X32MM;HEYCO;HY-00350303282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
257;2297265;;;DOUBLE ENDED OPEN JAW WRENCHES 75x80MM;HEYCO;HY-00895758020;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
258;2297273;;;SLOGGING OPEN JAW WRENCHES 75MM;HEYCO;HY-00810007520;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
259;1167113;;;OPEN END 12X13MM;HEYCO;HY-00350121382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
260;243590;;;SOCKET ON ALUMUNIUM SOCKET RAIL;HEYCO;50790083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
261;241113;;;COMBINATION WRENCH 46 MM;HEYCO;HY-00410046083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
262;241112;;;COMBINATION WRENCH 41 MM;HEYCO;HY-00410041083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
263;241114;;;SLOGGING RING 38 MM;HEYCO;HY-00820003820;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
264;254189;;;IMPACT SOCKET DRIVE 3/4 INCH, 17MM;HEYCO;6500001736;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
265;254168;;;SOCKET;HEYCO;50191982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
266;258329;;;DOUBLE ENDED OPEN JAW WRENCH SETS;HEYCO;350767082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
267;258330;;;DOUBLE ENDED RING WRENCH SETS;HEYCO;400738082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
268;258332;;;SOCKET SETS;HEYCO;75600083;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
269;258623;;;UNIVERSAL JOINT 3/4;HEYCO;6501001036;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
270;258331;;;COMBINATION WRENCH SETS;HEYCO;475767082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
271;1167972;;;CAR LIGHT TESTER;HEYCO;GM-SDCT12V;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
272;1167980;;;SCREWDRIVER ( + ) 25MM;HEYCO;HY-01411000180;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
273;1167998;;;SCREWDRIVER ( + ) 100MM;HEYCO;HY-01411002080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
274;1168004;;;SCREWDRIVER ( + ) 150MM;HEYCO;HY-01411003080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
275;1168012;;;SCREWDRIVER ( + ) 25MM;HEYCO;HY-01411000280;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
276;1168020;;;SCREWDRIVER ( - ) 150MM;HEYCO;HY-01437015080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
277;1168038;;;SCREWDRIVER ( - ) 175MM;HEYCO;HY-01437017580;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
278;1168046;;;MAGNETIC FINGER 450MM;HEYCO;HY-01494000183;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
279;1168053;;;COPPER HAMMER 2 KG;HEYCO;MY-2102-2STF(RB);;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
280;1168061;;;HAMMER NYLON 40MM;HEYCO;GM-HANY40;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
281;1168079;;;HAMMER RUBBER MALLET 54MM;HEYCO;GM-HARU65M;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
282;1168087;;;PRY BAR 400MM;HEYCO;HY-02198040080;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
283;1168103;;;PARALLEL PUNCH 6PCS;HEYCO;1566000021;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;SET;;;;1;CWP;GENUINE
284;1168111;;;HACKSAW FRAME;HEYCO;1605000020;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
285;1168129;;;SCRAPPER FLAT 100MM;HEYCO;HY-01665028060;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
286;1168137;;;SCRAPPER TRIANGULAR 200MM;HEYCO;HY-01662020021;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
287;1168145;;;FILE SET WARDING 100MM;HEYCO;HY-01689000030;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
288;1168152;;;FILE FLAT 250MM;HEYCO;HY-01675025000;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
289;1168160;;;FILE ROUND 250MM;HEYCO;HY-01679025000;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
290;1168178;;;HANDLE FILE ROUND 111;HEYCO;HY-01681000600;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
291;1168186;;;HANDLE FILE FLAT 111MM;HEYCO;HY-01681000500;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
292;1168194;;;WIRE BRUSH 4;HEYCO;HY-01755000400;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
293;1168202;;;FEELER GAUGE 0.05-1.0MM;HEYCO;HY-01814000440;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
294;1168228;;;TOOL BOX EMPTY;HEYCO;HY-00100001020;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
295;1168244;;;OPEN END 1/4INCH X 5/16INCH;HEYCO;HY-00350660682;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
296;1168251;;;OPEN END 3/8INCH X 7/16INCH;HEYCO;HY-00350661382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
297;1168269;;;OPEN END 1/2INCH X 9/16INCH;HEYCO;HY-00350661982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
298;1168277;;;OPEN END 19/32INCH X 11/16INCH;HEYCO;HY-00350662582;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
299;1168368;;;OPEN END 5/8INCH X 3/4INCH;HEYCO;HY-00350662882;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
300;1168384;;;OPEN END 3/4INCH X 25/32INCH;HEYCO;HY-00350663582;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
301;1168400;;;PLIER CIRCLIP ANGLE EXT 165MM;HEYCO;HY-01252016587;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
302;1168426;;;OPEN END 13/16INCH X 7/8INCH;HEYCO;HY-00350664182;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
303;1168442;;;OPEN END 7/8INCH X 15/16INCH;HEYCO;HY-00350664382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
304;1168467;;;OPEN END 15/16INCH X 1INCH;HEYCO;HY-00350664682;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
305;1168475;;;OPEN END 1 1/16INCH X 1 1/4INCH;HEYCO;HY-00350665382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
306;1168491;;;DOUBLE ENDED RING WRENCHES ? x 5/16 INCH;HEYCO;HY-00475660682;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
307;1168525;;;DOUBLE ENDED RING WRENCHES  3/8 x 7/16 I;HEYCO;HY-00475661382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
308;1168533;;;"DOUBLE ENDED RING WRENCHES 1/2 x 9/16""";HEYCO;HY-00475661982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
309;1168541;;;DOUBLE ENDED RING WRENCHES  9/16 x 5/8 I;HEYCO;HY-00475662282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
310;1168558;;;DOUBLE ENDED RING WRENCHES 5/8 x 11/16 I;HEYCO;HY-00475662782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
311;1168566;;;DOUBLE ENDED RING WRENCHES 5/8 x ? INCH;HEYCO;HY-00475662882;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
312;1168574;;;DOUBLE ENDED RING WRENCHES ? x 25/32 INC;HEYCO;HY-00475663582;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
313;1167071;;;ADJUSTER WRENCH 28X255MM;HEYCO;HY-00390001082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
314;1167089;;;OPEN END 6X7 MM;HEYCO;HY-00350060782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
315;1167097;;;OPEN END 8X9MM;HEYCO;HY-00350080982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
316;1167105;;;OPEN END 10X11MM;HEYCO;HY-00350101182;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
317;1167121;;;OPEN END 14X15MM;HEYCO;HY-00350141582;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
318;1167139;;;OPEN END 16X17MM;HEYCO;HY-00350161782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
319;1167147;;;OPEN END 18X19MM;HEYCO;HY-00350181982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
320;1167154;;;OPEN END 20X22MM;HEYCO;HY-00350202282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
321;1167162;;;OPEN END 21X23MM;HEYCO;HY-00350212382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
322;1167170;;;OPEN END 24X27MM;HEYCO;HY-00350242782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
323;1167188;;;OPEN END 25X28MM;HEYCO;HY-00350252882;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
324;1167204;;;DOUBLE ENDED RING WRENCHES 6x7;HEYCO;HY-00475060782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
325;1167212;;;DOUBLE ENDED RING WRENCHES 8x9;HEYCO;HY-00475080982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
326;1168699;;;OPEN END 1INCH X 1 1/8INCH;HEYCO;HY-00350665082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
327;1168707;;;DOUBLE ENDED RING WRENCHES 13/16 x 7/8 I;HEYCO;HY-00475664182;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
328;1168715;;;DOUBLE ENDED RING WRENCHES 7/8 x 15/16 I;HEYCO;HY-00475664382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
329;1168723;;;DOUBLE ENDED RING WRENCHES 15/16 x 1 INC;HEYCO;HY-00475664682;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
330;1168731;;;DOUBLE ENDED RING WRENCHES 1 x 1.1/8 INC;HEYCO;HY-00475665082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
331;1168756;;;COMBINATION WRENCHES 5/16 INCH;HEYCO;HY-00400631682;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
332;1168764;;;COMBINATION WRENCHES 3/8 INCH;HEYCO;HY-00400631982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
333;1168772;;;COMBINATION WRENCHES ? INCH;HEYCO;HY-00400632182;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
334;1167220;;;DOUBLE ENDED RING WRENCHES 10x11;HEYCO;HY-00475101182;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
335;1167238;;;DOUBLE ENDED RING WRENCHES 12x13;HEYCO;HY-00475121382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
336;1167246;;;DOUBLE ENDED RING WRENCHES 14x15;HEYCO;HY-00475141582;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
337;1167253;;;DOUBLE ENDED RING WRENCHES 16x17;HEYCO;HY-00475161782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
338;1167261;;;DOUBLE ENDED RING WRENCHES 18x19;HEYCO;HY-00475181982;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
339;1167279;;;DOUBLE ENDED RING WRENCHES 20x22;HEYCO;HY-00475202282;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
340;1167287;;;DOUBLE ENDED RING WRENCHES 21x23;HEYCO;HY-00475212382;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
341;1167295;;;DOUBLE ENDED RING WRENCHES 24x27;HEYCO;HY-00475242782;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
342;1167303;;;COMBINATION WRENCHES;HEYCO;HY-00400008082;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
343;1168806;;;COMBINATION WRENCHES 19/32 INCH;HEYCO;HY-00400632682;;LANCAR MAKMUR BERSAMA;JAKARTA BARAT;EACH;;;;1;CWP;GENUINE
